(0.00, -3.00)
(0.00, -6.00)
(0.00, -9.00)
(0.00, -10.50)
(0.00, -12.00)
(0.00, -15.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
(0.00, 0.00)
